site_id,x,y,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
1027,29.25,-22.25004238,1.75301889146468,0.273831336214874,-0.308600235472987,0.271774178033966,1.24471134837132,0.605145395040471,0.292264175030661,1.50962099637002,0.397689918250303,1.76177572852482,1.22195942666765,-0.82705329184412,-0.386247078353015,-1.27587033892066,1.3093067007795,-0.463184142728827,-1.2898727833907,-0.195624985389865,-0.981964369090306
1029,30.25,-22.25004238,2.20150385641654,-0.0315227492691562,0.615659430344729,-0.450420204946351,1.27480941320657,1.28318971517621,-0.239367572908,1.5839293351744,0.835883441585007,1.89079994973408,1.88507053222237,-0.421173973142614,0.127002637778922,-1.20655308805369,1.46788688324524,0.103021704045546,-1.15175610193162,0.291398459857971,-0.914130999429708
1031,31.25,-22.25004238,2.78251514612824,0.150381330197565,1.68035305288048,-0.791988470177897,1.78600578552994,1.86621266136697,-0.390949307221722,1.83472051457856,1.25590796793878,2.32625762688603,2.52068679124636,-0.352160163634913,0.209799311685152,-1.11220549455163,1.65357997583226,0.306696413406724,-1.12494036968203,0.466589795708765,-0.900960964795298
117,18.25,-34.25000615,1.0771758741143,-1.04878633707248,0.235994102245906,-0.883383653278482,0.240702773694948,1.41959024432568,-1.0011834090479,-0.0539801959478053,1.26895940255439,0.67081687001339,1.26923127510534,0.15589486330046,0.371133703720055,0.0140873515534701,0.789097448417089,0.466515759974546,-0.0750399462280627,-0.363999702343281,1.84340673958201
118,18.75,-34.25000615,-0.628163397899629,-2.24795400772213,-1.20836484838866,-0.974778835349158,-1.30460023814004,0.972967826194132,-1.61141750866082,-1.94268090898149,1.28201083943449,-0.984623886859248,0.0177757555375049,0.663949890235832,0.532468094730353,1.14038019826488,-0.0753850789980824,0.626335107449973,0.974860476859938,-1.19458920062953,4.58777444288089
119,19.25,-34.25000615,-0.79920430448503,-1.78588946593184,-0.838461016708943,-0.841924364231887,-1.14877664754206,0.706078001994587,-1.29659565952326,-2.09604667904819,1.23299134186486,-1.09925275625199,-0.189025169270903,0.66870024743652,0.29091726104854,1.70465188663938,-0.597746124512575,0.413721726388733,1.4336801510864,-1.10035592533761,4.17978619669367
120,19.75,-34.25000615,-0.521745665178135,-1.40444341717871,-1.05594531134643,-0.442550362790127,-0.600432420213363,0.657371474018443,-0.911816779107926,-2.05976217818228,1.44932405459388,-0.634051941257778,-0.13943430932628,-0.0507210131668384,-0.476414700384984,1.58570390675899,-1.18321153163369,-0.413628272806576,1.35331518146523,-1.11578993221348,2.54134785074857
121,20.25,-34.25000615,-0.0130063693024466,-1.2269645772457,-1.12935421994742,-0.245728865965213,-0.0849078739830004,0.841300885149902,-0.736604207276366,-1.80267386262723,1.66673742093698,-0.000477177907513748,0.196550119676153,-0.52857901761214,-0.972366814468545,1.23052200021311,-1.63805356176238,-0.938077567981362,1.16212288984574,-1.15232202727137,1.50259363563315
122,20.75,-34.25000615,-0.0135587041580876,-1.16023970959417,-0.924882386806321,-0.311170603414931,-0.169736699312242,0.777915178993901,-0.738541009762801,-1.34173007909697,1.75693324555944,-0.0299039434810018,0.232608924517988,-0.587018639734827,-1.07771682622403,1.31625361046772,-2.02944327902308,-1.118165282689,1.3781790972408,-1.1065456334057,1.12580461029818
123,21.25,-34.25000615,-0.162582887467634,-1.09492239078002,-0.385041820174936,-0.547587097856172,-0.424337830985405,0.689626441275064,-0.827142078931505,-0.915556471162731,1.61054292802406,-0.297598000400371,0.214315625162944,-0.488356735403267,-1.04119802692052,1.71792201352447,-2.19080590593116,-1.13557273244698,1.75945577572525,-1.02719548450541,0.993651601991911
124,21.75,-34.25000615,-0.170673487855596,-1.28334623155627,0.599360957479286,-1.0706099389286,-0.751866819619903,0.922605627581074,-1.22253073243507,-0.966052627924443,1.309880250265,-0.535363745704521,0.453650099289523,-0.477676493445408,-1.06497122468774,2.22157021165288,-2.34480400321341,-1.15018075318216,1.98921336866729,-0.975546068905134,0.89175080453021
125,22.25,-34.25000615,-0.17583317060339,-1.28612012215229,0.417412938580555,-0.991009838944417,-0.696691642228861,0.911387345448966,-1.1786840049364,-1.05388147769337,1.34652633437886,-0.506229020424993,0.411757969221806,-0.396254224695486,-0.922773420400613,2.06454993203574,-2.09558762993058,-0.994539706082661,1.8483100090227,-1.0060079176085,1.21807533440844
126,22.75,-34.25000615,-0.180992853351184,-1.28889401757632,0.235464922905659,-0.911409739990145,-0.641516464837819,0.900169063316857,-1.13483727522447,-1.14171032495499,1.38317241849273,-0.477094299499012,0.3698658425809,-0.314831956382149,-0.780575616113489,1.90752965241859,-1.84637125613561,-0.838898658983165,1.70740664901214,-1.03646976631187,1.5443998624893
127,23.25,-34.25000615,-0.186152531852927,-1.29166790817234,0.0535169040069274,-0.831809641035875,-0.586341287446777,0.888950780912185,-1.09099054551254,-1.22953917472392,1.41981850034211,-0.447959574219484,0.327973715939994,-0.233409688068811,-0.638377811826365,1.75050937401406,-1.59715488285278,-0.683257612791274,1.56650328936755,-1.06693161501524,1.87072439057017
